ガッチリ,コントロ,スカウト,トップク
['\u3000──が、ガッチリとホールドされたままだった。\n'],['\u3000そして、｜生命譲渡《トランスファー》にはは繊細な精気の｜操作《コントロール》が必要になる。\n'],['\u3000用件は、僕たち『勇者パーティー』に新たな仲間をスカウトするためだ。アイナ様は元々、腕利きの傭兵を仲間に引き入れることを考えていたようだ。\n'],['\u3000彼女の名前はミカゲ。銀閃の異名を持つ、王都の在住している傭兵の中ではトップクラスの実力者だ。\n']
