ビクウネ,ボロカス,トップク,スッキリ,ブラウザ,トースタ,バッシャー,カチコチ,グチャグチ,カチャカチ,ブツクサ,ゴワシャッ,ブスワー,ムズアップ,ドタバタ
1,1,2,1,2,1,1,1,1,1,1,1,1,2,1
