ハッキリ,コントロ,タッポタ,ランカラ,ガッチリ,スッキリ,バキボキ,グタイガ,ワーアップ,バッチリ,ガチマジ,ホッゴホ,ウルクス,ホッゲホ,ワーキャー,ギョロギョ,サッバサ,バックス,ワイガヤ,グーパー,トップス
10,10,1,1,4,4,1,59,1,3,1,1,5,2,1,1,1,2,1,1,1
