ハッキリ,コントロ,ガッチリ,スッキリ,スカウト,ガシャガシ,バッチリ,コンプラ,スーパー,ウロチョロ,バックス,メチャクチャ,ブルンブル,ノーブル,ドログツ,トップス,ブリザー
1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1
