スッポリ,コントロ,ヒッキリ,タッタラ,スッキリ,サングリ,ブラウザ,ガシャガシ,バッチリ,サンプル,スーパー,ノコギリ,ランクイ,ランサー,カチャカチ,コンパク,クラスク,フルブー,ポッキリ,ポッカリ,サンクス
3,4,1,1,2,1,1,1,2,2,1,1,1,1,1,3,2,3,2,1,6
