ムライガ,ハッキリ,ブラスタ,コンピュー,ジタバタ,コントロ,パッパラ,ランペッ,スッキリ,ウトユル,ハッピー,スーパー,スクリュー,ブチコロ,ノコギリ,ウズソワ,コリゴリ,コンチク,スッカリ,カラフル,メチャクチャ,ガッカリ,ガッハッ,ブラジャー,ムシャムシ,ガクブル,ドサクサ
1,10,1,1,1,6,1,1,5,1,3,2,1,1,1,1,1,1,1,1,2,8,1,1,1,1,1
