バタフラ,コントロ,キーパー,ハッピー,シャッフル,クッキー,フルオー,ガラクタ,ブラボー,トックス,クスカリ,ワードロ,ムズアップ,カリブル
4,3,1,2,1,1,2,2,1,6,3,1,2,7
