ズタボロ,カスマジ,トップク,スッキリ,カップル,クッゴク,クライガ,ワーウル,ビショビシ,ジリスク,キロメー,ノタウロ,ブラジャー,トップス
1,1,2,1,2,1,41,25,2,221,1,17,1,4
