ハッキリ,モサクラ,コントロ,トップク,ガッチリ,スッキリ,フルカス,パーチク,ワーバラ,ホッゴホ,ガラクタ,メチャクチャ,クスカリ,ザーワー,ピーチク,ポッカリ,ブリザー
4,1,10,1,2,1,40,1,1,1,1,2,14,3,1,1,1
