グリザー,タタタッ,ハッキリ,コントロ,スッキリ,ワーアップ,バッチリ,クスヒー,ガブラン,ツイスタ,メチャクチャ,ビシバシ
14,1,5,15,5,1,3,1,1,1,2,2
