ポッキリ,ガッチリ,アハハッ,スカウト,ブルンブル,ジクスタ
['\u3000確かに心は鋼で出来ているかもしれないが、今はポッキリと折れていた。\n'],['\u3000はにかんだアレクセイがガッチリと俺の手を掴み握手した。\n'],['「アハハッ、悪い悪い。帝都から逃げ出すような負け犬に何を言っても仕方ないか」\n'],['［＃中見出し］第7話\u3000将軍、スカウトされる［＃中見出し終わり］\n'],['\u3000いいえ、魂がブルンブルンします！\n'],['「アレクセイ・ジクスター中将です。覚えてらっしゃいますか？」\n']
