フルスイ,スカウト,ガタゴト,ワーバラ,サンプル,カラフル,ピーヒョロ,グチャグチ,サッパリ,ポッキリ,ドサクサ,ポッカリ,ドタバタ
2,1,1,1,2,1,1,3,2,1,4,4,2
