ノーゲー,ジタバタ,コントロ,イジスタ,フラメリ,カップル,バッチリ,ジリスク,バックス,カチコチ,ボロウラ,ゴキブリ,バリスタ,ブリザー
1,2,4,1,8,2,1,1,2,1,2,2,2,6
