コンコン,バラバラ,ギョロギョロ,ガラガラ,カリカリ
['\u3000コンコン、と自分の顎を叩きながら言うと、カリア・バードニックは怪訝な目つきで応じた。\n'],['\u3000最初がベルフェイン。地図に、石を置く。次が南西、次が北。順々に石を置いていくが、行き着く場所や都市の規模、そうしてそれぞれに至るまでの距離に、やはり規則性のようなものは見えてこない。むしろ敢えてバラバラにしているのかと思われるほどだ。\n'],['\u3000その名に恥じることない巨躯をもったそれは、その鋭い目つきでこちらを見据えている。その威容は流石。弱点を抉りぬかれ、軽くない傷を負いながらも未だ闘志を失っていない。むしろ、手負いの獣ほど狂暴になるもの。だが幸い、こちらを警戒しているのだろう。ギョロギョロと大きな瞳を動かしながらも、その初動は鈍い。\n'],"['\u3000――ガシャン、ガラガランッ\n', '\u3000俺のすぐ隣で、槍を構えた男が言った。顔は見えなかったが、何処かで喉を潰したのかと思う位、ガラガラの声だ。きっと昨日の夜には散々酒を飲み倒したのだろう。前線に赴く兵には、それくらいの金は与えられていたはずだ。\n', '\u3000ガラガラ声の男が、言った。発する言葉は気楽さを心掛けている様だったが、やはり何処か固い声だった。此れから命を放り投げにいこうというのに、軽い調子で声を出せる人間はそういない。自殺志願者ですら、そう簡単にはいかないだろう。\n', '\u3000僅かに頷いて男に応えながら、耳を傾ける。男のガラガラ声は、蛮声が響き渡る戦場の中でもやけに通って耳を打った。\n']",['\u3000その有様がカリアの心を何とも、擽る。カリカリと音を立てて爪が胸奥を引っ掻いていくのだ。あいつは、無事なのだろうな、と。\n']
