バックラ,ハッキリ,バタフラ,バッサバッ,ジタバタ,サングラ,スッキリ,ハッピー,ワーアップ,マジカッ,トークス,クッキー,コンスタ,サンプル,バックス,カチャカチ,ガチャガチ,トップス,ドタバタ
1,1,1,1,1,1,1,2,1,1,1,5,4,1,8,1,2,1,2
