ハッキリ,スッキリ,スカウト,ワーアップ,シャッフル,バッチリ,ランパー,クッキー,サバサッ,パラメー,ウロチョロ,ブラボー,ブーメラ,サンキュー,ガクブル,コンサー,ブリザー
1,1,3,1,4,1,1,2,1,1,1,4,1,4,1,1,1
