でれでれ,ぱくぱく,ぼろぼろ,ぐらぐら,ぽんぽん,ぶつぶつ,そわそわ
['\u3000流石は軍部の人間であるこういう点だけは評価せざるを得なかった。私は将軍を少しだけ見直したが、夢魔にでれでれしているあたりいまいち頼りない。'],['\u3000将軍は口をぱくぱくさせて怒りに顔を真っ赤にしたが私は気にしなかった。'],['\u3000骸骨兵に前後を固めらた将軍が戻ってきた。勇者の遺体がある魔王城の広間は勇者と魔王の戦いでぼろぼろだったらしい。まさに決死の戦いだったのであろう。交渉に魔王が顔を出さないことも含めれば、勇者はかなりの傷を相手にも与えたのかもしれない。'],['\u3000大臣の言うことを簡単にまとめると、なんの後ろ盾もなく家族もいない私は殺されても構わない、ということである。私は愛国心という柱がぐらぐら、と動くのを感じながら大臣に言った。'],['\u3000大臣は慈悲に満ちた顔で私にそう言うと肩をぽんぽん、と叩いた。私は脂ぎった大臣の手が肩に触れたことに嫌悪を感じたが、顔には出さないように心がけた。'],['\u3000私が強い口調で言うと将軍はなにかぶつぶつつぶやきながら部屋から出ていった。'],['\u3000隣には軍部の代表である将軍がいる。ここに向かう途中では「降伏は仕方がないがそれ以上の譲歩は許さんからな」、と言っていたにも関わらず彼は魔王城に到着してからはずっとそわそわし続けている。']
