ばしてく,うとする,うだから,どしたら,ちらから,わなかっ,まること,しっかり,くださら,たらしく,もそうだ,ことすら,くすこと,すること,しなかっ,ことばか,からこそ,めたこと,ことくら,きしめら,しながら,わーばら
1,1,1,1,1,2,1,1,3,1,2,2,1,7,4,2,4,1,2,2,6,1
