ゴタゴタ,ズバズバ
['元々玉座に興味などないし、そういうゴタゴタに巻き込まれるのもご免であった。\n'],['無理もない。突然招かれた相手から、ズバズバ内情を切り込んでこられたのだから、警戒するのも当たり前だ。\n']
