さわしく,おいてく,からきちん,くっきー,にたくさ,てかかっ,うとしな,うとする,よろしく,ぴかから,おんから,すくする,けたかっ,げたこと,わなかっ,うところ,けたとこ,つけてく,からさら,ことがた,わないじ,たらしく,がーべら,もそうだ,まじきこ,ことすら,するから,すること,がたくさ,しなかっ,たっぷり,いそうだ,たっくさ,でこちら,からこそ,うよしな,かってか,ひたすら,はたくさ,くること,からのお,しながら,すくめた
1,1,1,2,1,1,1,3,2,1,2,1,1,1,2,1,1,1,1,1,1,1,21,1,1,1,2,9,3,10,2,1,1,1,2,1,1,1,2,1,1,1,1
