パクパク,ニコニコ,ニタニタ,チカチカ
"['\u3000口を開く。閉じる。開く。閉じる。パクパクするその姿はまるで魚のようだ。\n', '\u3000言葉が出なくなる。口はパクパク動いているが言葉がでない。\n']","['\u3000ニコニコ顔のアナ側妃。部屋に入ってきた国王。そして、続いて王妃、第一側妃、第一側妃の息子である第二王子アナトール。\n', '\u3000ニコニコ笑顔というよりニタニタ笑顔で話しかけてきたのは、子供の頃からの親友、エーメ伯爵家の嫡男と結婚したパメラ。\n']","['\u3000パメラがニタニタ笑顔で言う。\n', '\u3000ニコニコ笑顔というよりニタニタ笑顔で話しかけてきたのは、子供の頃からの親友、エーメ伯爵家の嫡男と結婚したパメラ。\n']",['\u3000余りにも眩しすぎて目がチカチカするので、目を逸らす。\n']
