さわしく,からそろ,りんでん,めちゃくちゃ,くってく,しなくちゃ,ばらくす,こそうと,がりする,にやたら,にたくさ,からもお,まるくら,からすれ,くるから,はっきり,きりする,うとする,くるとこ,うだから,よろしく,とくすく,しなとこ,しとめら,するばか,きしめた,くったっ,とこちら,げたこと,ちらから,わなかっ,しくつか,こんでか,しっかり,くださら,たらよろ,うところ,ぶつけた,たらしく,ぶつかり,がつけら,もたくさ,たらめちゃ,ねとばか,がささや,うようだ,はたちま,ころから,すること,かったら,がたくさ,するくら,しなかっ,くつもり,めたから,べりがつ,だらしな,でこちら,けばふわ,かってく,げたかっ,からこそ,ちらこち,ちりぱち,するとこ,こともご,からんばか,にこちら,ぬくもり,けたこと,しながら,するしー,ゆさぶら
1,1,6,2,1,1,1,1,1,1,1,2,1,1,1,4,1,6,1,1,8,1,1,1,1,2,4,1,1,1,5,1,1,5,2,1,5,1,1,1,1,1,1,1,1,1,2,2,10,4,3,1,3,1,1,1,1,1,1,1,2,6,1,1,2,1,1,3,1,1,14,1,1
