クックッ,バラバラ,カンカン,ポタポタ,ザーザー,ガンガン,キョロキョロ,ボタボタ,カツカツ,カチカチ,バサバサ,バタバタ
['ため息なんていう人間くさいものを吐き出すと、カラスは喉の奥でクックッと笑う。\n'],['バラバラになった僕を集めようとしているのだ。\n'],"['遠くで誰かが呻き声をあげ、一体何を打っているのかカンカンと耳につく金属音。\n', 'カンカンと音が響くたびに、何度も割れて粉々に砕かれるガラスの様子が目に浮かぶようだった。\n']",['ポタポタ、バタバタ、ボタボタ、ジャバジャバ、ザーザー、ザーザー……\n'],"['ポタポタ、バタバタ、ボタボタ、ジャバジャバ、ザーザー、ザーザー……\n', 'ポタポタ、バタバタ、ボタボタ、ジャバジャバ、ザーザー、ザーザー……\n']",['引いた血の気は戻らずに、からっぽになった頭の中が助けを求めるようにガンガンと脈打つ。\n'],['首を傾ぐとカラスはキョロキョロと世話しなく室内を見渡した。\n'],['ポタポタ、バタバタ、ボタボタ、ジャバジャバ、ザーザー、ザーザー……\n'],"['カツカツという頼りない音が、静かな廊下に響いた。\n', 'カツカツと何度か響く乾いた音に、反応を示したのはアルだった。\n']",['時計がカチカチを時を刻む音と、己の呼吸音だけが響いている。その音だけに耳を澄ましていれば、この世界に私一人だけが存在しているような気分になった。\n'],['バサバサと宙を泳いで窓辺に辿り着いたカラスは、カーテンを嘴で摘むと器用に避けた。\n'],['ポタポタ、バタバタ、ボタボタ、ジャバジャバ、ザーザー、ザーザー……\n']
