がくすく,くっきー,じゅーしー,てかうん,たらこん,からもお,はらふら,くりする,はっきり,うとする,すらする,うだから,よろしく,けたかっ,てくるん,ぴんぐさ,ぷりんにた,からよろ,たらきゃー,からちら,ぶるにた,めりこん,かちゃかち,からくる,ぷりんがつ,すること,じんじゃー,しなかっ,くすぴー,たっぷり,てらふら,いそうだ,かってく,からこそ,べたこと,きこもり,りーんしと,がらこくり,しながら,うとすれ,にこしな
1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,4,1,1,1,1,2,1,1,4,1,1,1,1,4,1,4
