ハッキリ,シーズン
['\u3000そんなことを思いつつ、しかし、ヘンリーの嬉しそうな表情を見ているとハッキリ言うこともできず、複雑な気分を抱えていたのだが―――。\n'],"['\u3000季節は春。都では社交シーズンの幕が開けたばかりでもある。\n', '\u3000しかし、ミランダは事情が事情なだけに、今シーズンどこにも顔を出さないつもりでいた。\n', '\u3000このシーズンどこにも顔を出さないと決めているが、訪ねて来た人にも会わないと決めている。\n', '\u3000鮮やかな新緑色の訪問着がよく似合っていて、小物の使い方も洗練されており、流行のドレスに身を固めた令嬢たちが大勢いる社交シーズン真っ只中の王立公園にいても違和感なく溶け込めそうだ。\n']"
