ワンピー,エンドー,カップル,ジャンキー,ツンデレ,ジーパン,ハッピー,ソロクリ,キーポイ,カップリ,ブラコン,コントロ,シャンプー
1,26,1,1,13,1,6,3,1,1,1,3,1
