ごたごた,ずばずば,ぷりぷり,どんどん
['元々玉座に興味などないし、そういうごたごたに巻き込まれるのもご免であった。\n'],['無理もない。突然招かれた相手から、ずばずば内情を切り込んでこられたのだから、警戒するのも当たり前だ。\n'],['くりす付きの侍女、はんながぷりぷりと怒っていた。\n'],['気がつけば、どんどん尾ひれ背びれがついて、元々どんな噂だったのかがわからないほど誇張されていたりもする。\n']
