チリパチ,リンデン
['抵抗で腕はまた外れ、私は何度も殿下に手を上げました。今度は殿下も立ち上がっているので、顔には届かず胸のあたりをパチリパチリとなるばかりです。\n'],"['『エドゥアルド・リンデンブルグの事でしょうか。私は存じません』\n', '『いいえ。そのお友達に男性が多くても、王太子殿下がお許しになっていらっしゃるのでしたら、問題はありませんわ。ですが、その中でエドゥアルド・リンデンブルグを選び、夜に呼び出す事を決めたのは、王太子妃さまではありませんか』\n', '王妃さまの言をお借りするならば、陛下を煩わせる膿を持つ家の中から、セシリアさまがお友達にしたいと思われるような男性の方々ですわね。エドゥアルド・リンデンブルグの名の上には線が引かれています。\n', '「媚薬香を持ち込んだ、エドゥアルド・リンデンブルグは我がエルトリト家の寄り子。後宮での不祥事ですし、寄り親の者として何らかの責をとるのは、間違った事ではありませんわ」\n', 'どの方々も、リンデンブルグ子爵家のとり潰しだけで終わらせるつもりはないのは明確で、エルトリト家の動きを注視しているようでした。\n', '「エルトリト候の事が気になるかしら？まあ、問題を起こしたリンデンブルグ子爵家の寄り親なのだから、それなりの責はとる事になるわね。でも、彼自身は揺らぐ事はないでしょう。むしろ、子爵家は色々問題を抱えていたようだから、これを機に切り捨ててすっきりするのかもしれないわ」\n']"
