ビーブル,プンスカ,ガーベラ
['「バクスワルドでも咲いてるんだよ。僕も小さい頃から見かけていたけど、でも名前は知らなかったから最近気になって調べたんだ。だから覚えてる。ネモフィラの事を『ベビーブルーアイズ』と呼ぶ国もあるらしいよ」\n'],['\u3000自分からケンカを売りに行ったくせに、逆にパトリシア様にしてやられて一人でプンスカ怒っている男性に、私は静かに声をかけた。\n'],"['\u3000私は空気を包むように胸の前で両手を構えると、頭の中に明るいオレンジ色のガーベラを思い浮かべた。\n', '\u3000私は一輪のガーベラをパトリシア様に差し出した。戦闘能力に優れている竜人、魔法に長けている森人や闇人と違って、花人はあまり人の役には立たないけれど、自由に花を出せるという特技はあるのだ。\n', '\u3000パトリシア様は花を受け取ってくれたが一輪だけではまだ元気が出ないようだったので、私は色とりどりのガーベラを次々に出してみせた。\n', '\u3000パトリシア様はピンクのガーベラを手に取ると、香りを嗅ぐようにそっと鼻を近づけた。そしてふと小窓の方を見て言う。\n', '\u3000勇気づけるように言うと、緊張気味だったパトリシア様の声は少し明るくなる。パトリシア様が馬車を降りると、足元を埋め尽くしていた色とりどりのガーベラも一緒にこぼれ落ちてきた。\n']"
