ガタガタ,ザクザク,トントン,キラキラ,クスクス,キリキリ,ビクビク,ポツポツ,ハラハラ
['たちまち、お顔は水浸しになっていきます。ですが、王太子妃さまはまだ目が覚めません。空になったので、新しいのを寄越すように言えば、侍女長はガタガタと震えながら交換してくれました。\n'],['ザクザクとしたライ麦の焼き菓子は私の大好物。それに今日は特別にはちみつも入っていて更に美味しい。\n'],['王妃さまの言葉が意味するところを察した私は、頭を下げます。陛下は自分に注意を向けるように、テーブルをトントンと指で叩きました。\n'],['学院で出会ったセシリア嬢はキラキラしていて、宝石のようにそのままでいて欲しかったのかもしれません。\n'],"['初めて聞きましたわ、と言えば、アメリさまはクスクスと笑いました。\n', 'サンドラは一瞬ポカンとした表情して、クスクスと笑う。\n']",['更にキリキリと心が痛みを感じたが、彼女の前に姿を現す事は断念する事にした。\n'],['前に後書きで書いた王妃さま達の狙いについてですが、わかるかな？(挑戦)ではなく、わかるかな(回りくどすぎだったかも…ビクビク)でございますので、あまりお気になさらないで下さい。\n'],['同じ望みを持っていたなどお互い驚き、ポツポツと会話を交わしていく内に、少しずつ打ち解けていきました。\n'],['彼女はまたハラハラと涙をこぼし、青年はしばしそのまま側に立っていたのだった。\n']
