ふんだく,おいてく,しなくちゃ,きりすぱ,からこっ,がりこん,くるから,くりする,はっきり,ずたじろ,べたとこ,うとする,がらおず,よろしく,てくるん,こそがり,すぱいじ,ぶらうん,かりつけ,わなかっ,にたぶら,しっかり,かたぶん,つけてく,わんばか,たったら,もそうか,がつけら,めたとこ,いらしく,からくる,するなよ,ことすら,からどん,ふらする,するから,とことん,すること,かったら,しなかっ,けらかん,ことでこ,しくしと,でこちら,にやする,からこそ,べたこと,ぱっちり,からぱん,けばぱん,こともそ,はたくさ,はきちん,しなこと,うとさら,ひそめた,がつくよ,がたじろ,しながら,わーかー,じめから,うとすれ
1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,4,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
