エンペラ,ピンキリ,ガランガラ,スルアップ,スパウダ,マジバカ,ボンボリ,クリスー,コンシー,コットン,ハッキリ,デコボコ,プリコッ,コントロ,トンズラ,ブラウン,ポイズン
1,2,1,1,1,1,4,6,1,1,1,1,1,1,1,1,1
