さわしく,ちらこそ,ごしたら,こともや,しったら,がぶつか,おいてく,げたとこ,しなくちゃ,こそうと,くようだ,にたくさ,うとしな,からすれ,ころぶよ,ずきする,はっきり,ちらもお,うとする,うだから,よろしく,ことさら,もそこそ,けたかっ,ぶつくさ,よろこん,ぽろりとこ,とこちら,くらつら,わなかっ,しっかり,すいこと,けばしく,ことから,うところ,つけてく,ぽろとこ,わんばか,まるきり,ぶつかっ,するほか,たらしく,にこもり,いらしく,ぶりから,かすこと,うようだ,するなよ,ことすら,そろしく,のしでか,どしばら,ころから,するから,すること,かったら,つらかっ,すべきこ,するくら,しなかっ,くつもり,じところ,いそうだ,ことがさ,もそのお,だらしな,めたばか,かってく,がやたら,ことばか,ひらくら,がらぽつ,からこそ,かんでこ,えんじん,めたこと,みしめた,にたいら,ぎとめら,ひたすら,するとこ,しなこと,くること,ぬくもり,けたこと,ことごと,しながら,にたいそ,じめから,つけがた,すくめた,はたいそ
5,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,1,12,1,3,1,1,1,1,1,1,1,1,4,5,1,1,1,3,1,1,1,1,1,2,1,2,1,2,1,1,1,5,3,1,1,1,1,31,10,3,1,2,13,1,1,1,1,1,1,1,1,1,6,1,1,1,1,2,1,1,1,1,1,2,2,3,3,1,2,12,2,1,1,1,2
