ごちゃごち,めたかっ,さわしく,でかけた,ばたくよ,めちゃくちゃ,しったら,ぱりよろ,がぶつか,すかうと,くっきー,つんでれ,ばらくす,かっぷる,たらこん,まるばか,ぽつりぽつ,からこっ,もじしな,おろする,よろめき,からぽろ,しーずん,うとしな,げたくら,くるから,はっきり,たらはっ,うとする,よろしく,おろしな,たっきり,からかっ,するばか,けたがー,ちかけら,びーぶる,くっきり,ぶつくさ,ひらから,ちらから,つかかっ,わなかっ,まること,もりぼん,からつん,しっかり,くださら,からぴん,からぱち,わんばか,ぶつけた,ぽいこと,ぶつかっ,するとく,もそうだ,なようだ,からんから,かすこと,びーのお,するなよ,からどん,ぴんとく,めたくら,ころから,するから,すること,かったら,すべきこ,しなかっ,ちょこちっ,うとくる,たっぷり,おいたら,もそもお,かってく,くるめら,ことばか,ことする,べたこと,かんでこ,しっくり,ふつつか,かってか,くりすた,はたくさ,くること,からのお,ちんぴら,けたこと,しながら,うとすれ,からぼー,もささや
1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,8,1,1,8,1,4,10,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,3,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,4,36,12,1,10,3,1,4,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,16,1,1,1
