クッキー,カラカン,ワンピー,ピンシャン,キーボー,カップル,スカウト,カンテラ,ポリシー,チンピラ,ポンポコ,キンキラ,シャンボン,ピクシー,トンガリ,ポンコツ,ワーバラ,トロベリ,デコスタ,バカスカ,キングサ,タッカー,ゲードン,キーパー,チカチッ,シックリ,ウロチョロ,ウジャウジ,カリカチ,ボンクラ,スタバン,スポワー,カーペッ,ガチャガチ,カッテラ,ドタバタ,グラウン,コットン,カチコチ,ハッキリ,ザーワー,カッパー,ザーアー,コントロ,トンカチ,バリトン,ヒーカッ,ポーカー,ボーカー,コンスタ,クラウト,トンズラ,プルデン,ボーイソ,ドサクサ,カーブラ,ブラウン,ピンポイ,バタフラ
3,1,4,1,1,1,3,1,1,16,3,1,11,3,1,4,1,19,1,1,1,2,2,2,1,2,1,1,1,4,1,1,2,3,1,4,1,2,6,1,2,1,1,8,1,1,1,1,1,30,2,2,1,1,5,1,2,2,1
