ドキドキ,ズキズキ
['\u3000たった今、結婚式を挙げて正式に夫婦になったというのに、まるで片想いをしているかのようにドキドキしてしまう。\n'],['\u3000オパールはズキズキと痛む腕をだらりとさせたまま、その後ろ姿を見送った。\n']
