ごそごそぼそぼそ,わいわいがやがや,わくわくてかてか,いちゃいちゃべたべた,にこにこでれでれ,ひそひそごそごそ,つるつるぴかぴか,きらきらぴかぴか,ごろごろだらだら,つやつやふわふわ
1,2,1,1,1,1,1,3,1,1
