がたがた,くるくる,ぎとぎと
['\u3000爪は噛み癖からがたがたになり、鬱屈した気持ちをどうにかしたくてりすとかっとするものの、両親に気づいてもらえないという不毛な日々を送る。'],['\u3000しかし、私のような細いつり目ではなく、穏やかなたれ目だ。髪も、私のような真っ黒な剛毛ではなく、くるくるとした天使のようなぱーま。'],['\u3000私の顔面の醜悪さは、日を追うごとに酷くなっていく一方だ。ぎとぎとにてかった顔に、増え続けるにきび。']
