しなかっ,からこそ,うとしな,にこちら,すること,まるとこ,ぽーかー,ざわめき,からもそ,うとする
['\u3000この瞬間、代わり映えしなかった景色が変わった。'],['\u3000生に関して達観しているからこそ、死に関して取り乱すことがないのである。'],['\u3000死の化身たるにとの軍人に偏執的なまでに食らいつき、そのまま決して離そうとしない。認められたいと、認められなければいけないと、その意思だけを力に女は語り続ける。'],"['\u3000一斉にこちらを向く視線も気にならなかった。', '\u3000簡潔な質問が予想外だったのか、女は少し眉を上げる。何度か瞬きを返し、しかし考える素振りも見せずにこちらを向くと、']","['「私は、歌い手です。今はどうあれ、過去……幼少より、歌に半生を捧げてきた者です。ここで歌い手として死ねないなら、歌と共に歩んできた日々を、残らず無駄にすることになる」', '\u3000それでも断言することができる。']",['\u3000つまるところ、狙いは一般人なのだ。'],['\u3000どこまでもまっすぐな深緑の瞳には、貼り付けたような無表情の男が映り込んでいた。表面だけはぽーかーふぇいすを装えていたかもしれないが、何がしかのざわめきを抑えきれずにいるのは誰の目にも明らかだろう。'],['\u3000どこまでもまっすぐな深緑の瞳には、貼り付けたような無表情の男が映り込んでいた。表面だけはぽーかーふぇいすを装えていたかもしれないが、何がしかのざわめきを抑えきれずにいるのは誰の目にも明らかだろう。'],['\u3000馬鹿な話だ。そもそも始めから納得などしていない。王室からもそれなりに重用されてはいるが、生まれながらにして運命が決まるという点を考えれば、いったい隷属民たちと何が違う。'],"['\u3000やや間を空け、将校が再び口を開いた。突如現れた女の思惑を問いただそうとする、その前兆。しかし開いた口が最初の音を吐き出すより早く、', '\u3000誰もが口を閉ざしていた。心身を震わせる歌声が止み、女の両目が再び開いてからも。不遜だとでも思ったのか、兵の中にも動こうとする者は一人としていなかった。']"
