うとする
['\u3000つい先程まで肌を重ね合わせていたのに、布団から出ると同時にその身体を隠そうとする。数えきれない程繰り返している事なのに、未だに恥じらうその姿に僕は少しだけ嬉しくなる。そんな僕の気持ちを知ってか知らずか、若さを感じさせる背中を、こちらに向けたままの彼女が「もし」と言った。']
