ちちちち,まざまざ,じわじわ,どんどん
['\u3000ぴぃー、つぃちちちちと小鳥が囀り、その声に応えるかのように別の小鳥が可愛らしい声を上げる。風が吹くたびに葉が擦れ、軽やかに唄う。\n'],['\u3000いくら時代が移り変わろうとも忌み子は変わらず虐げられ迫害されているのだと、まざまざと感じさせられた瞬間だった。────これではこの地を｜呪《・》｜っ《・》｜た《・》｜意《・》｜味《・》｜が《・》｜な《・》｜い《・》ではないか。\n'],['\u3000ぶらんは無意識のうちに己の唇を噛んだ。あまりにも強く噛み過ぎたのか唇の端が切れ、｜沁々《じわじわ》と血が滲んでいく。それをはしたなくも舌舐めずりをして拭ってみれば、口腔内に鉄錆の匂いと味が充満する。自分の血は何とも不快で、どこまでも忌々しい味をしていた。その不快感の奥深くに潜んでいるのは……僅かながらの歓喜。もっと血を寄越せと鎌首を｜擡《もた》げた欲望を押し留めながら、ぶらんは捲った服を静かに下ろした。\n'],['\u3000突如として、ぶらんの影が膨れ上がった。まるで意思を持っているかのように｜蠢《うごめ》く影は、どんどん伸びては質量を増していく。収縮と膨張を繰り返しているそれは確実に大きくなっている。そうして膨れ上がった影は、ただの虚影から確かな質量を持つ巨大な漆黒の塊と化し、その数秒後にぱぁん！  と大きな破裂音を伴って勢い良く弾けた。\n']
