ガタガタ,ゴロゴロ,ガラガラ,ザーザー,ツカツカ
['\u3000華夜理はガタガタと震えていた。晶が手を取り、支えるようにして家の中に導きながら言い聴かせる。\n'],['\u3000ピカッゴロゴロゴロと雷が鳴る。\n'],['\u3000ガラガラ、ピシャッと引き戸が閉められ、当然のように叔母が中に入り込む。\n'],['\u3000雨がザーザーと降っている。\n'],['\u3000そんな桜子を見るのは初めてで、華夜理は身を硬直させて、ツカツカと歩み寄る桜子をただ見ていた。\n']
