ブラブラ,トントン
['\u3000フチ奈さんは、テーブルの端に腰かけて、機嫌良さそうに足をブラブラと揺らせている。'],['\u3000そんな事を考えていると、テーブルの上に置いた右手を、誰かにトントンと叩かれたような気がした。']
