ペコペコ,ブンブン,コロコロ
"['「きいて！\u3000ぼく、おなかがペコペコなんだ！」', 'おれもペコペコだった。いまこいつに付き合うほどの活力はない。おれは先を急ぐことにしたのだが、いぬが「まってよ！\u3000きいて！」とおれを呼び止めた。おれは一応塀の上で止まった。', '「ペコペコだよ」']","['いぬがブンブン振っていたしっぽを止めた。', 'いぬの元へ戻ると、いぬは嬉しそうにしっぽをブンブン振って、家の中へ向かって吠えていた。']",['するといぬは、まるでこの世の終わりを告げられたみたいな顔をした。（正しくは、犬は人間みたいにコロコロ表情を変えたりしない。つまりそういう意味の仕草をしたってことさ。）']
