でかけた,がらぼろ,がたべちゃ,よろしく,ちらから,わなかっ,うとぐる,まるでこ,とくくり,もそうだ,うようだ,はたぶん,かったら,まるちー,がたくさ,ことにこ,しなかっ,けらかん,くるしく
1,1,1,1,1,1,1,1,1,2,1,1,2,5,1,1,1,1,1
