ふらふら,そろそろ,きらきら
['定時をとっくに回った時計を睨みつけ、どうにか日をまたぐ前に仕事を終えた彼女は、ふらふらとした足取りで駐車場に向かい、愛車であるほんだのらいふに乗り込んだ。'],['そろそろ帰って風呂を炊かないといけない。'],"['舞子は、きらきらねーむだ、と思ってから、後輩に同じ名前の子がいたことを思い出し、遠い世代の話ではないことに衝撃を受けた。次にどんな漢字なんだろうと思い、わからなかったので勝手にせれんとかたかなを当ててみた。', 'はじめに話しかけた方も相当なきらきらねーむに思えたが、この子もか。頭の中で杏樹と当てた。']"
