グスカー,ビードー
['\u3000担任の教師である笹山が廊下を歩いていた和美に声を掛けた。大きくスリットの入った黒のロングスカートを翻し颯爽と歩く姿は勇ましく、それでいて頭には二つのシニヨンを結い上げ、白のブラウスの胸元には花びらを模したブローチを付けている。大人びていながら少女のような雰囲気を持つ不思議な人であった。\n'],"['\u3000その日の夜のことである――鈴蘭のような出で立ちの、ベビードール姿のカガミが枕を片手にベッドの上でで微睡む和美の傍に立っていた。\n', '\u3000和美は羽織ったブラウスに袖を通しながら自身の胸元に視線を落とす。そこには大きな袈裟懸け状の傷痕があった。カガミのように白く滑らかな肌ならば｜ああいった《ベビードール》姿はさぞ映えよう。だけど自分は大柄だし、おまけにこんな醜い傷痕まである。そう思うと和美は可愛らしい服を着る気にはなれなかった。\n', '\u3000東城はカガミに着替えを渡す。それはカガミがいつも風呂上がりに着ているガウンと白いベビードールであった。\n', '\u3000カガミはバスタオルで体を拭き、ベビードールを身につけガウンを纏う。\n']"
