ふらふら,そろそろ,じろじろ,おいおい,ぽつりぽつり,ひらひら,ずんずん,げらげら,くすくす
['\u3000ふらふら街をさまよってても聞こえる言葉の何一つ意味がわからなかった。'],['\u3000今度の週末、そろそろあらすかから帰ってくるんだよね、例の冒険家の悟さん。'],['\u3000私をじろじろ見た男は残念とばかりに、手をひらひらさせた。'],['\u3000おいおい、と苦笑する学年主任の声を聞きながら、私はそこから離れた。'],['\u3000やがてぽつりぽつりと生暖かい水が私の首すじに滴り落ちていく。'],['\u3000私をじろじろ見た男は残念とばかりに、手をひらひらさせた。'],['\u3000そう言って私の腕をきつく握りしめて、そのままずんずんと家の外に出た。'],['\u3000と謝ると、男はげらげら笑いながら、たばこを口にそのまま再び咥え、ぽけっとに両手を突っ込んだまま、私のそばまでよってきた。'],['\u3000日本を出てから初めてかかってきた相棒からの電話に、それもこのたいみんぐでかかってきた電話に、私は思わずくすくす笑ってしまった。']
