ピリピリ,トントン,ボンボン
['\u3000そして表面上、にこやかな妻は昨日、近所の奥様方との間で面白くないことがあったらしく、そこはかとなくピリピリとして殺気立っている。さすがに子供の芽依子にまで当たるのは大人げないと考えているのだろう、芽依子には優しい叔母を通している。\n'],['\u3000へーえと私も背中で思いながらトントントンと葱を刻む。ウィンナーは台所用の鋏で切る。こうすると汚れ物が少なくて済むのだ。\n'],"['\u3000カルーアミルクにウィスキーボンボンかあ。\n', '\u3000くぴりとカルーアミルクを飲み、ウィスキーボンボンを口に放ると、良い心地になる。\n']"
