ビシャワー,キーボー,カップル,チップス,パチクリ,カップラ,テクノロ,ピッピー,カーペッ,クラスカ,グラウン,ハッキリ,ポツリポツ,シャンプー,ペットボ,スーパー
1,1,1,4,1,1,1,1,1,1,6,5,1,1,2,29
