すること,きーぶー
['\u3000地域住民全員の署名と代表の熱意によって、私はようやく誕生することができたのである。'],['\u3000多くの人が私の前を通り過ぎていった。私の背後にはすきー場もあり、すきーぶーむが始まった頃には多くの人で賑わったものである。']
