うとしな,かんがん,しくきら,たらしく
['宮内に入る前は誉めそやされた美しい容姿であるが、所詮、井の中の蛙だったのであろう。｜絢爛《けんらん》の花々に気圧され、鼻っ柱を折られ、最近は部屋の外にも出ようとしなくなった。\n'],"['後宮と一括りに言ってもその規模は広大である。常時、二千人の官女に、泊まり込みの｜宦官《かんがん》は五百をこえる。\n', '一方、｜食指《しょくし》を動かされることなく適齢を過ぎた妃は、よほど実家の権力がない限り位が下げられるなり、最悪、｜下賜《かし》されてしまう。それが不幸かどうかは相手にもよるが、｜宦官《かんがん》に下賜されることを官女たちは一番恐れているようだ。\n']",['周りは自分が今まで見た中で最も美しくきらびやかな世界、そして｜瘴気蠢《しょうきうごめ》く濁った｜澱《おり》の中だった。\n'],"['おしゃべりな下女、｜小蘭《しゃおらん》は猫猫が話しかけてきたことに興味を持ったらしく、その後もことあるごとに噂話を教えてくれた。\n', '小蘭は知っていることをすべて話すと満足したらしく、次の仕事に向かう。\n']"
