しながら,すべきこ,ぴんとこ,ころはっ,とこちら,がたびた,すること,すごかっ,かっぷる,はっきり,するとこ,ことさら,じくぷら
['\u3000何もかもが未知で、お互い手探りでより良いやり方を発見しながら進んでいく感じは「付き合ってる」って実感が満ち溢れていた。'],['\u3000とても恥ずかしくて浅ましい、凄まじくぷらいべーとで隠すべきことを必死でやっている。'],"['\u3000あたしはぴんとこなかったけど、そんな世間的には”いけめん”で通ってる男の人が自分のことを好きだっていうのは悪くない気分だった。', '\u3000だって心の底から狂おしいほどの愛情を抱いて溢れる気持に居ても立ってもいられない、燃え上がる恋みたいなのをたまに聞いたりするけど、ちょっとぴんとこない。']",['\u3000だからせんぱいからこくられたときも、正直なところはっきりとそういう気持ちがあったわけじゃなかった。'],['\u3000だけどじっとこちらを凝視していることだけはわかる。'],['\u3000その時々でせんぱいが見せる一生懸命で必死にがんばってる様子に自分に対する明らかな強い想いを感じて、お互いの温度差を意識することがたびたびあったけど。'],"['\u3000その時々でせんぱいが見せる一生懸命で必死にがんばってる様子に自分に対する明らかな強い想いを感じて、お互いの温度差を意識することがたびたびあったけど。', '\u3000他の場所ですることもあったけど、両親が共働きで一人っ子であるあたしの部屋で二人が過ごしてそういうことをするのもごく自然ななりゆきだった。', '\u3000あたしは自分の中で発生した劇的な反応に戦慄することになる。']",['\u3000なんか自分の価値が一気にあがったような優越感みたいなものがすごかった。'],['\u3000たぶん傍から見ても相当「幸せかっぷる」を出来てたと思う。'],"['\u3000暗がりではっきりと表情はわからない。', '\u3000でもあいつの中に確かに存在するものをはっきりとあたしは認識してしまったし。']",['\u3000なんとなく「そんなもんだ」って確信するところがあったんだ。'],['\u3000あたし自身、そんな自分を自覚していてもことさら問題視するわけでもない。'],['\u3000とても恥ずかしくて浅ましい、凄まじくぷらいべーとで隠すべきことを必死でやっている。']
