びーへと,はっきり,わいかっ,わなかっ,がみこん,けたかー,もそうだ,ことすら,ころから,ぱーかー,のおばさ,いそうだ,でこちら,ちらこち,しながら
1,1,1,1,2,2,1,1,1,1,1,1,3,1,3
