しなかっ,たっぷす,しっかり,たらしく,わいどし,からこと,するじゃん,ぼそうと,まじかっ,くーぽん,ばんから,たらぺん
['取り残された杏樹ちゃんは、しかし何も言わないまま、立ち上がりもしなかった。'],['振り向くのも不自然なので、舞子には彼女が何をしているのかわからなかったが、おおよそ予想はついた。たぶん、すまほの画面をたっぷするので忙しいのだろう。'],['目眩を覚えてもいいはずなのに、俄然足元はしっかりしていて、すべてが明瞭だ。'],['せれんちゃんは片手にすまほを持って、舞子の横を通り、入り口へ向かった。外に知り合いがいたらしく、親しそうに話しかけている。相手も柄が悪そうには見えない。'],['てれびのわいどしょーが、『今の高校生は「わかる」と「やばい」だけで会話が通じる』と映像を流していたことを思い出した。'],['送った賞からことごとく漏れ、佳作にすらならず、必死にすきゃなで読み込んでねっとにあっぷしてみても、それほど莫大な反響があったわけでもない。'],['「明日さ、世界が滅びるとするじゃん」'],['「その、滅ぼそうとしてくるやつ」'],['「うん。山下先輩まじかっこいい」'],['舞子はかばんから手帳を取り出すと、ばーがーの包み紙についていたくーぽんのしーるを貼った。特別集めているわけではなかったが、こういうのを見ると自然と残しておいてしまうのだ。'],['舞子はかばんから手帳を取り出すと、ばーがーの包み紙についていたくーぽんのしーるを貼った。特別集めているわけではなかったが、こういうのを見ると自然と残しておいてしまうのだ。'],['だから、それに専念するために、すまほに買い換えなかった、というのもある。すまほ使ってる暇があったらぺんを握っていたかったのだ。']
