すかのそ,ばらくす,からすれ,うとする,にたびた,しっかり,からくっ,すかとろ,ころから,すること,しなかっ,かってく,からこそ,するとこ,けたばか,ばしゃばし
1,1,1,1,1,1,1,1,2,8,1,1,1,1,1,1
