ワイドシ,クーポン
['テレビのワイドショーが、『今の高校生は「わかる」と「やばい」だけで会話が通じる』と映像を流していたことを思い出した。'],['舞子はカバンから手帳を取り出すと、バーガーの包み紙についていたクーポンのシールを貼った。特別集めているわけではなかったが、こういうのを見ると自然と残しておいてしまうのだ。']
