ジンジャー,カップル,シャーペン,リンピッ,チョコチッ,ピーカー,ガタペン,コンクー,ハッピー,ガサゴソ,ピンポー,シーザー,グーグル,ピンポン,カーペッ,プリゲー,チンワー,ハッキリ,ドタウン,ポーカー,ペットボ,シャンビュー,パーカー,ワイトボ,グスクー,スーパー
1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1
