クッキー,ワンピー,コンクリ,クリスタ,リンパー,クラシッ,プラシー,ブラドー,シュークリ,ブルドー,マルクス,トンチッ,コントロ,タッパー,ヒーカッ,ペットボ,カサブラ,パーカー,カリフラ,キーピン,パンプス,スーパー,ビーズバ,スクリーン
3,1,1,1,2,1,2,1,4,1,2,5,2,1,1,1,4,8,1,1,2,4,2,1
