がたたっ,おいしく,すること
['「きっと寝不足がたたったんだな」'],['\u3000揚げが二枚に増えておいしくなったのはいいけど、店長が八個注文のとこを八けーすも注文して泣き言を言ってたから、仕方ないんで二けーすも買ってしまった。これからしばらく俺のご飯はきつねざんまいだ。'],['\u3000その時に心配をかけないように、俺はちゃんと食事と睡眠を摂り、仕事にも復帰することにした。']
