わんばか,べたかす,すること,はたくさ,かったら,はっきり,いらしく
"['\u3000その表情からは私のことなど完全に忘れていると言わんばかりの""家族""の様子だった。']",['\u3000母の料理なんていつ食べたかすら覚えていない。'],['「何か言いたいことははっきり言いなさい。そうしないとずっとすれ違ったままになってしまうよ。ちゃんと話し合えば解決することはたくさんあるんだよ」と、'],['「何か言いたいことははっきり言いなさい。そうしないとずっとすれ違ったままになってしまうよ。ちゃんと話し合えば解決することはたくさんあるんだよ」と、'],['\u3000    母は家の様子と私の生活費を置きに月いちで帰ってくるがこーとは脱がないし、私が学校から帰ってきてなかったら私の帰りを待たずに妹がいる病院にすぐさま戻る。'],['「何か言いたいことははっきり言いなさい。そうしないとずっとすれ違ったままになってしまうよ。ちゃんと話し合えば解決することはたくさんあるんだよ」と、'],['\u3000   あれが欲しい、これが欲しいと可愛いらしく両親におねだりをする病室にいた妹。']
