ワンピー,カップル,シャーペン,コンパク,エンジン,カッゴロ,カラコロ,コンクー,クリスタ,ジャンパー,シャンプー,ツーピー,ワイドシ,カサブラ,パンプス,ジンクス,クスブル
10,2,2,5,2,1,1,1,2,8,2,4,1,1,3,1,1
