コテンパン,ハッキリ
['\u3000実之は微妙な気分で立ち上がった。なんとなくでコテンパンにされたのでは、たまらない。よもや、どうでも塔主という肩書きが気に入らないのではなかろうな、と。\n'],"['\u3000二年前と変わらぬ眼差しの慎太郎だが、保倉で振るっていた剣の面影など微塵も見せない。それが意味することを考える時、天にそびえる皓白の牙が漆黒の影を落とすように、心の明暗がハッキリと浮かび上がってくるのである。\n', '\u3000やや遠慮がちに、だがハッキリと尋ねる慎太郎に、紫苑は微笑んだ。\n', '\u3000部屋は百二十畳もあるのに、縦二畳並べたほどしか離れていない近距離での謁見である。一段高い場所で片膝を立て、厚めの座布団に腰を下ろしている塔主の姿や表情は、ハッキリとうかがえた。\n', '\u3000店主は最後の台詞だけみなに聞こえるようハッキリ言い、ひとまず立ち去った。だが慎太郎が安堵したのも束の間、紫苑をのぞく全員の視線が集まった。\n']"
