よれよれ,どんどん
['\u3000頬は痩せこけ、顔色が悪い。服はよれよれだし、髪の毛は白髪だらけだったり、抜けていたり。２年ではなく１０年以上の時が経過したのではないかと思われたほどだった。'],"['\u3000欲しい物は他人の物でも与えられる。そう勘違いした妹の行動はどんどん歪に、そして危ない方向へと進んでいった。', '\u3000そんなことをし始めたものだから、彼女の友人はどんどん離れていった。']"
